platform,title,brand,seller,category,final_usd,initial_usd,currency,rating,reviews,images,discount_pct,available,has_video,price_tier,has_rating,has_review,has_discount,title_len,root_cat
Amazon,"HAVLULAND |Pack of 2| Turkish Beach Towels Oversized 39x71, 100% Turkish Cotton Sand Free Quick Dry Absorbent Towel Trav",HAVLULAND,HAV███AND███,"[""Home & Kitchen"",""Bath"",""Towels"",""Beach Towels""]",19.9,27.0,USD,4.3,2318.0,1.0,26.2962962962963,False,False,中价$10-25,True,True,True,120,"[""Home & Kitchen"",""Bath"",""Towels"",""Beach Towels""]"
Amazon,"Ohuhu Garden Kneeler and Seat: Upgraded Widened Gardening Stool with Detachable Soft Kneeling Pad, Foldable Garden Bench",Ohuhu,Ohu███Dir███,"[""Patio, Lawn & Garden"",""Gardening & Lawn Care"",""Gloves & Protective Gear"",""Work",59.99,59.99,USD,4.7,80.0,1.0,0.0,True,False,高价$50-100,True,True,False,120,"[""Patio, Lawn & Garden"",""Gardening & Lawn Care"",""Gloves & Protective Gear"",""Work"
Amazon,"SupeRun 2024 Newest Smart Walking Pad Treadmill, Under Desk Treadmill for Home Office, Quiet Portable Walking Treadmill ",Superun,MuF███Sto███,"[""Sports & Outdoors"",""Exercise & Fitness"",""Cardio Training"",""Treadmills""]",129.99,269.99,USD,4.4,127.0,1.0,51.853772361939335,True,False,超高价$100+,True,True,True,120,"[""Sports & Outdoors"",""Exercise & Fitness"",""Cardio Training"",""Treadmills""]"
Amazon,"Hardwired LED Under Cabinet Lighting - 16 Watt, 24"", Dimmable, CRI>90, 3000K (Warm White), Under Cabinet Lights for Kitc",harrrrd,Haw███igh███g,"[""Tools & Home Improvement"",""Lighting & Ceiling Fans"",""Wall Lights"",""Under-Cabin",39.89,50.99,USD,4.6,2200.0,1.0,21.76897430868798,True,False,中高价$25-50,True,True,True,120,"[""Tools & Home Improvement"",""Lighting & Ceiling Fans"",""Wall Lights"",""Under-Cabin"
Amazon,"Schiff Glucosamine with Vitamin D3 & Hyaluronic Acid, 2000mg of Glucosamine, Joint Care Supplement Helps Lubricate & Pro",Schiff,Ama███.co███,"[""Health & Household"",""Vitamins, Minerals & Supplements"",""Chondroitin & Glucosam",26.64,39.0,USD,4.7,1877.0,1.0,31.692307692307693,False,False,中高价$25-50,True,True,True,120,"[""Health & Household"",""Vitamins, Minerals & Supplements"",""Chondroitin & Glucosam"
Amazon,"Dritz 99-34 Metal Swim Suit Bra Hooks, White, 3/4-Inch 2-Count",Dritz,Ama███.co███,"[""Arts, Crafts & Sewing"",""Sewing"",""Sewing Notions & Supplies"",""Fasteners"",""Under",4.28,4.28,USD,4.5,50.0,1.0,0.0,False,False,低价$3-10,True,True,False,62,"[""Arts, Crafts & Sewing"",""Sewing"",""Sewing Notions & Supplies"",""Fasteners"",""Under"
Amazon,"SLEEKLIGHTING E26 Standard Screw Base 13Watt CFL Light Bulb - 3 Pack, 5000 Kelvin for Pure White Daylight and 800 Lumens",SLEEKLIGHTING,SLE███LIG███NG,"[""Tools & Home Improvement"",""Light Bulbs"",""Fluorescent Tubes""]",16.89,19.89,USD,4.5,325.0,8.0,15.082956259426847,True,False,中价$10-25,True,True,True,120,"[""Tools & Home Improvement"",""Light Bulbs"",""Fluorescent Tubes""]"
Amazon,"Mineral Fusion Lip Pencil, Splendid (Packaging May Vary)",Mineral Fusion,Ver███e,"[""Beauty & Personal Care"",""Makeup"",""Lips"",""Lip Liners""]",12.19,18.0,USD,4.3,432.0,1.0,32.277777777777786,True,False,中价$10-25,True,True,True,56,"[""Beauty & Personal Care"",""Makeup"",""Lips"",""Lip Liners""]"
Amazon,"VIVOHOME Stadium Seats with Back Support and Cushion, 2 Pack Portable Bleacher Chairs with Cup Holder, Storage Bags and ",VIVOHOME,VIV███ME,"[""Sports & Outdoors"",""Sports & Outdoor Recreation Accessories"",""Field, Court & R",89.99,89.99,USD,3.8,10.0,1.0,0.0,True,False,高价$50-100,True,True,False,120,"[""Sports & Outdoors"",""Sports & Outdoor Recreation Accessories"",""Field, Court & R"
Amazon,220V to 110V Voltage Converter US to Europe Travel Plug Adapter for Hair Dryer International Universal Travel Adapter wi,IPLUSO,Hi ███Tig███Bou█████████,"[""Electronics"",""Power Accessories"",""Power Converters""]",42.99,42.99,USD,4.3,79.0,1.0,0.0,True,False,中高价$25-50,True,True,False,120,"[""Electronics"",""Power Accessories"",""Power Converters""]"
Amazon,IOGEAR 2-Port USB HDMI Cabled KVM Switch - 1920 x 1200 60Hz - Hotkey or Remote Button Switch - 2.1 Stereo - USB 2.0 Mous,IOGEAR,IOG███ Di███t,"[""Electronics"",""Computers & Accessories"",""Computer Components"",""External Compone",59.99,59.99,USD,4.2,6340.0,3.0,0.0,True,False,高价$50-100,True,True,False,120,"[""Electronics"",""Computers & Accessories"",""Computer Components"",""External Compone"
Amazon,"WOW! PODS Minions: Rise Of Gru - Otto Jetpack RC Flying Ball, Interactive Mini Remote Controlled Helicopter Toy for Kids",WOW! STUFF,Che███ To███hes███,"[""Toys & Games"",""Remote & App Controlled Vehicles & Parts"",""Remote & App Control",25.99,27.99,USD,4.0,92.0,1.0,7.145409074669526,True,False,中高价$25-50,True,True,True,120,"[""Toys & Games"",""Remote & App Controlled Vehicles & Parts"",""Remote & App Control"
Amazon,"Pelvic Floor Muscle and Inner Thigh Master kegel Exerciser Toner for Women and Man, Leg Workout Exercise Equipment Devic",Aiyazhi,ai ███sho███,"[""Sports & Outdoors"",""Exercise & Fitness"",""Strength Training Equipment"",""Strengt",19.98,19.98,USD,4.3,787.0,1.0,0.0,True,False,中价$10-25,True,True,False,120,"[""Sports & Outdoors"",""Exercise & Fitness"",""Strength Training Equipment"",""Strengt"
Amazon,"Ruger Austrian Wafers Strawberry, 2.125 Ounce (Pack of 12)",RUGER,Ama███.co███,"[""Grocery & Gourmet Food"",""Breads & Bakery"",""Cookies"",""Wafers""]",19.6,23.62,USD,4.4,1161.0,1.0,17.0194750211685,True,False,中价$10-25,True,True,True,58,"[""Grocery & Gourmet Food"",""Breads & Bakery"",""Cookies"",""Wafers""]"
Amazon,"thermomate Electric Tank Water Heater, 6.5 Gallons Mini Tank Water Heater for Point of Use Instant Hot Water 120V 1440W ",thermomate,the███flo███,"[""Tools & Home Improvement"",""Plumbing"",""Water Heaters & Parts"",""Water Heaters""]",229.99,229.99,USD,4.4,845.0,9.0,0.0,True,False,超高价$100+,True,True,False,120,"[""Tools & Home Improvement"",""Plumbing"",""Water Heaters & Parts"",""Water Heaters""]"
Amazon,ASLONG 5PCS Angel Wings Front and Back Car Seat Covers Auto Interior Accessories with Water Proof Nappa Leather for Cars,ASLONG,zho███mao███,"[""Automotive"",""Interior Accessories"",""Seat Covers & Accessories"",""Seat Cushions""",149.99,149.99,USD,4.0,185.0,1.0,0.0,False,False,超高价$100+,True,True,False,120,"[""Automotive"",""Interior Accessories"",""Seat Covers & Accessories"",""Seat Cushions"""
Amazon,"LASCO 15-1623 PVC Hose Adapter with 3/4-Inch Female Hose and 3/4-Inch PVC Pipe Glue Connection, White",LASCO,Ama███.co███,"[""Tools & Home Improvement"",""Plumbing"",""Pipes, Pipe Fittings & Accessories"",""Pip",11.03,11.03,USD,4.3,421.0,1.0,0.0,True,False,中价$10-25,True,True,False,101,"[""Tools & Home Improvement"",""Plumbing"",""Pipes, Pipe Fittings & Accessories"",""Pip"
Amazon,"GE 3-Outlet Extender, 3 Pack, Grounded Wall Tap, 3-Prong, Multiple Plug, Power Splitter, Cruise Essentials, Use for Home",GE,Ama███.co███,"[""Tools & Home Improvement"",""Electrical"",""Cords, Adapters & Multi-Outlets"",""Adap",11.18,11.18,USD,4.7,13242.0,5.0,0.0,True,False,中价$10-25,True,True,False,120,"[""Tools & Home Improvement"",""Electrical"",""Cords, Adapters & Multi-Outlets"",""Adap"
Amazon,"for Toyota Camry Dash Cover 2011 2010 2009 2008 2007 Dashboard Cover Mat Custom Fit Toyota Camry 2011-2007, Black",POSAID,Bos███ong███,"[""Automotive"",""Interior Accessories"",""Covers"",""Dash Covers""]",27.99,29.99,USD,4.5,108.0,6.0,6.668889629876626,False,False,中高价$25-50,True,True,True,113,"[""Automotive"",""Interior Accessories"",""Covers"",""Dash Covers""]"
Amazon,Hapinest DIY Dinosaur Toy Lantern Night Light Kit - Arts and Crafts Gift for Boys or Girls Ages 6 7 8 9 10 Years Old and,Hapinest,Isl███ Ge███s L███,"[""Toys & Games"",""Arts & Crafts"",""Craft Kits"",""Paper Craft""]",16.99,19.99,USD,4.5,4858.0,4.0,15.007503751875939,True,False,中价$10-25,True,True,True,120,"[""Toys & Games"",""Arts & Crafts"",""Craft Kits"",""Paper Craft""]"
Amazon,"SkyBound Replacement Trampoline Mat, Fits 15ft Frames w/Spring Tool and Durable V-Rings, Bounce Safely with Extra Rows o",SkyBound,Ama███.co███,"[""Sports & Outdoors"",""Sports"",""Leisure Sports & Game Room"",""Trampolines & Access",78.99,78.99,USD,4.6,1497.0,9.0,0.0,True,False,高价$50-100,True,True,False,120,"[""Sports & Outdoors"",""Sports"",""Leisure Sports & Game Room"",""Trampolines & Access"
Amazon,Set of 6 pcs 9 inch / 7 inch / 6.5 inch trolling Lure Marlin Tuna Dolphin Shark Big Game deep sea Fishing Lures Included,kmucutie,Kmu███ie ███hin█████████,"[""Sports & Outdoors"",""Hunting & Fishing"",""Fishing"",""Lures, Baits & Attractants"",",36.99,38.99,USD,4.6,1128.0,1.0,5.129520389843549,True,False,中高价$25-50,True,True,True,120,"[""Sports & Outdoors"",""Hunting & Fishing"",""Fishing"",""Lures, Baits & Attractants"","
Amazon,"Neewer 18-inch SMD LED Ring Light Dimmable Lighting Kit with 78.7-inch Light Stand, Filter and Hot Shoe Adapter for Phot",Neewer,QiH███han███,"[""Cell Phones & Accessories"",""Accessories"",""Photo & Video Accessories"",""Flashes ",97.19,97.19,USD,4.6,10286.0,1.0,0.0,False,False,高价$50-100,True,True,False,120,"[""Cell Phones & Accessories"",""Accessories"",""Photo & Video Accessories"",""Flashes"
Amazon,"GIHETKUT Electric Cooktop,110V 2100W Electric Stove Top with Knob Control, 10 Power Levels, Kids Lock & Timer, Hot Surfa",GIHETKUT,WIN███N-Z███gsh███,"[""Home & Kitchen"",""Kitchen & Dining"",""Small Appliances"",""Countertop Burners""]",159.99,169.99,USD,4.1,167.0,1.0,5.882698982293076,True,False,超高价$100+,True,True,True,120,"[""Home & Kitchen"",""Kitchen & Dining"",""Small Appliances"",""Countertop Burners""]"
Amazon,Enclosed Stainless Steel Cat Litter Box Extra Large 9 Inch High Litter Box for Big Cats Open Cat Litter Box with Litter ,ZeroPone,Zer███ne,"[""Pet Supplies"",""Cats"",""Litter & Housebreaking"",""Litter Boxes"",""Standard Litter ",105.99,105.99,USD,4.5,65.0,1.0,0.0,True,False,超高价$100+,True,True,False,120,"[""Pet Supplies"",""Cats"",""Litter & Housebreaking"",""Litter Boxes"",""Standard Litter"
Amazon,2 Pieces 8.7 Inch Wooden Toaster Tongs With Magnet Magnetic Bamboo Toaster Tongs Wood Toast Tongs Natural Bamboo Kitchen,Patelai,Alo███ud,"[""Home & Kitchen"",""Kitchen & Dining"",""Kitchen Utensils & Gadgets"",""Cooking Utens",8.99,8.99,USD,4.2,835.0,1.0,0.0,True,False,低价$3-10,True,True,False,120,"[""Home & Kitchen"",""Kitchen & Dining"",""Kitchen Utensils & Gadgets"",""Cooking Utens"
Amazon,"Stone Bath Mat, Natural Diatomaceous Earth Shower Mat, Non-Slip Stone Bath Mats for Bathroom, Ultra-Absorbent, Quick-Dry",TENLLEY,TEN███Y,"[""Home & Kitchen"",""Bath"",""Bathroom Accessories"",""Bathtub Accessories"",""Bathtub M",19.49,29.49,USD,4.0,194.0,1.0,33.9097999321804,True,False,中价$10-25,True,True,True,120,"[""Home & Kitchen"",""Bath"",""Bathroom Accessories"",""Bathtub Accessories"",""Bathtub M"
Amazon,"Replacement for Delta Faucet Classic 13 Series Single-Function Shower Valve Trim Kit, Shower Handle, Brushed Nickel Show",KANDENT,Ket███i u███,"[""Tools & Home Improvement"",""Plumbing"",""Faucet Parts"",""Trim & Repair Kits""]",49.99,49.99,USD,4.3,207.0,1.0,0.0,True,False,中高价$25-50,True,True,False,120,"[""Tools & Home Improvement"",""Plumbing"",""Faucet Parts"",""Trim & Repair Kits""]"
Amazon,"Hello Kitty, Stop Riding,Pink, Vinyl Decal,Sticker for Cars,Windows,Laptops and More",Koumyou,cha███hon███,"[""Automotive"",""Exterior Accessories"",""Bumper Stickers, Decals & Magnets"",""Decals",7.99,7.99,USD,4.7,139.0,1.0,0.0,True,False,低价$3-10,True,True,False,84,"[""Automotive"",""Exterior Accessories"",""Bumper Stickers, Decals & Magnets"",""Decals"
Amazon,"Sony SRS-XP500 X-Series Wireless Portable-BLUETOOTH-Karaoke Party-Speaker IPX4 Splash-resistant with 20 Hour-Battery,Bla",Sony,Foc███Cam███ LL███,"[""Musical Instruments"",""Live Sound & Stage"",""PA Systems""]",389.0,389.0,USD,4.6,2376.0,12.0,0.0,False,False,超高价$100+,True,True,False,120,"[""Musical Instruments"",""Live Sound & Stage"",""PA Systems""]"
Amazon,"M-AUTO Projector L Tube Bar Headlights Compatible with 07-13 Chevy Silverado 1500, 07-14 Silverado 2500 3500 & HD Models",M-AUTO,Ama███.co███,"[""Automotive"",""Lights & Lighting Accessories"",""Lighting Assemblies & Accessories",151.99,151.99,USD,3.2,131.0,1.0,0.0,True,False,超高价$100+,True,True,False,120,"[""Automotive"",""Lights & Lighting Accessories"",""Lighting Assemblies & Accessories"
Amazon,"DEMETER Thunderstorm Roll On Perfume Oil, 0.33 Oz, Long-Lasting",DEMETER,Dem███r F███ran███,"[""Beauty & Personal Care"",""Fragrance"",""Women's"",""Cologne""]",13.5,15.0,USD,4.1,288.0,1.0,10.0,True,False,中价$10-25,True,True,True,63,"[""Beauty & Personal Care"",""Fragrance"",""Women's"",""Cologne""]"
Amazon,Brushed Gold Coat Rack Wall Mount with 6 Double Hooks for Hanging – 17 Inch Heavy Duty SUS304 Stainless Steel Rustic Coa,SAYONEYES,Say███Yes███,"[""Home & Kitchen"",""Storage & Organization"",""Home Storage Hooks"",""Coat Hooks""]",16.97,16.97,USD,4.6,1166.0,8.0,0.0,True,False,中价$10-25,True,True,False,120,"[""Home & Kitchen"",""Storage & Organization"",""Home Storage Hooks"",""Coat Hooks""]"
Amazon,"QBLEEV Warm Dog Coat Reflective Dog Jacket, Waterproof Dog Winter Coat Turtleneck Dog Clothes for Cold Weather, Thick Fl",QBLEEV,QBL███,"[""Pet Supplies"",""Dogs"",""Apparel & Accessories"",""Cold Weather Coats""]",35.99,40.99,USD,4.5,2627.0,1.0,12.19809709685289,True,False,中高价$25-50,True,True,True,120,"[""Pet Supplies"",""Dogs"",""Apparel & Accessories"",""Cold Weather Coats""]"
Amazon,HERCULES Pre-Tied Loop Fly Fishing Leader 6 Pack with Tapered Leader Wallet,HERCULES,Cha███Goa███Int█████████l,"[""Sports & Outdoors"",""Hunting & Fishing"",""Fishing"",""Fly Fishing"",""Accessories"",""",6.99,9.99,USD,4.6,428.0,1.0,30.03003003003003,True,False,低价$3-10,True,True,True,75,"[""Sports & Outdoors"",""Hunting & Fishing"",""Fishing"",""Fly Fishing"",""Accessories"","""
Amazon,"Kelty Low-Love Seat Camping Chair - Portable, Folding Chair for Festivals, Camping and Beach Days",Kelty,Ama███.co███,"[""Sports & Outdoors"",""Outdoor Recreation"",""Camping & Hiking"",""Camping Furniture""",129.95,129.95,USD,4.8,1957.0,1.0,0.0,True,False,超高价$100+,True,True,False,97,"[""Sports & Outdoors"",""Outdoor Recreation"",""Camping & Hiking"",""Camping Furniture"""
Amazon,"RIKIMARU Braided Fishing Line Abrasion Resistant Superline Zero Stretch&Low Memory Extra Thin Diameter 327-1094 Yds, 4-1",RIKIMARU,Rik███ru ███Ltd███,"[""Sports & Outdoors"",""Hunting & Fishing"",""Fishing"",""Fishing Line"",""Braided Line""",12.98,16.98,USD,4.4,5276.0,1.0,23.55712603062426,True,False,中价$10-25,True,True,True,120,"[""Sports & Outdoors"",""Hunting & Fishing"",""Fishing"",""Fishing Line"",""Braided Line"""
Amazon,"YSCare 24 Pack Scratch Arts and Crafts Notebooks, Rainbow Scratch Arts Paper with 24 Wooden Stylus and 4 Drawing Stencil",YSCare,YSC███,"[""Toys & Games"",""Arts & Crafts"",""Craft Kits"",""Paper Craft""]",17.99,25.0,USD,4.7,153.0,1.0,28.040000000000003,True,False,中价$10-25,True,True,True,120,"[""Toys & Games"",""Arts & Crafts"",""Craft Kits"",""Paper Craft""]"
Amazon,"Mizuno Padded Chin Strap for Batting Helmet, One Size, Black (380245)",Mizuno,Ama███.co███,"[""Sports & Outdoors"",""Sports"",""Team Sports"",""Baseball"",""Protective Gear"",""Battin",8.0,12.5,USD,4.3,168.0,1.0,36.0,True,False,低价$3-10,True,True,True,69,"[""Sports & Outdoors"",""Sports"",""Team Sports"",""Baseball"",""Protective Gear"",""Battin"
Amazon,"VESAFE Wireless tire Pressure Monitoring System, TPMS, with Solar Charger, Different high/Low Pressure Limits for Two ax",VESAFE,aut███afe███,"[""Automotive"",""Tires & Wheels"",""Accessories & Parts"",""Tire Pressure Monitoring S",39.99,45.99,USD,4.3,91.0,1.0,13.04631441617743,True,False,中高价$25-50,True,True,True,120,"[""Automotive"",""Tires & Wheels"",""Accessories & Parts"",""Tire Pressure Monitoring S"
Amazon,"Delanie Handheld UV Light for Gel Nails, Rechargeable Portable Cordless Mini UV LED Nail Lamp Small Nail Dryer Curing Li",Delanie,USA███HOI███COL█████████,"[""Beauty & Personal Care"",""Foot, Hand & Nail Care"",""Nail Art & Polish"",""Tools"",""",9.99,9.99,USD,4.4,55.0,1.0,0.0,True,False,低价$3-10,True,True,False,120,"[""Beauty & Personal Care"",""Foot, Hand & Nail Care"",""Nail Art & Polish"",""Tools"","""
Amazon,"Thrush Treatment for Horses - Pure Sole Hoof Mud - Hoof Clay for Horses - A Horse Hoof Care Product for Thrush, White Li",Pure Sole,Pur███ole███odu██████,"[""Pet Supplies"",""Horses"",""Health Supplies"",""Hoof Care""]",47.95,47.95,USD,4.5,69.0,1.0,0.0,True,False,中高价$25-50,True,True,False,120,"[""Pet Supplies"",""Horses"",""Health Supplies"",""Hoof Care""]"
Amazon,"AsterOutdoor Sun Shade Sail Rectangle 12' x 16' UV Block Canopy for Patio Backyard Lawn Garden Outdoor Activities, Graph",AsterOutdoor,Ama███.co███,"[""Patio, Lawn & Garden"",""Patio Furniture & Accessories"",""Umbrellas & Shade"",""Sha",39.54,49.99,USD,4.4,7925.0,1.0,20.90418083616724,True,False,中高价$25-50,True,True,True,120,"[""Patio, Lawn & Garden"",""Patio Furniture & Accessories"",""Umbrellas & Shade"",""Sha"
Amazon,"Plano Large 2 Sided Tackle Box, Metallic Gray & Blue, Medium",Plano,Ama███.co███,"[""Sports & Outdoors"",""Hunting & Fishing"",""Fishing"",""Terminal Tackle & Accessorie",11.99,14.99,USD,4.3,1008.0,5.0,20.0133422281521,False,False,中价$10-25,True,True,True,60,"[""Sports & Outdoors"",""Hunting & Fishing"",""Fishing"",""Terminal Tackle & Accessorie"
Amazon,"014973199524 Phillips Pan Machine Screws, 8-32 x 3-Inch, 25-Piece",Hard-to-Find Fastener,Ama███.co███,"[""Industrial & Scientific"",""Fasteners"",""Screws"",""Machine Screws""]",10.99,10.99,USD,4.8,100.0,1.0,0.0,True,False,中价$10-25,True,True,False,65,"[""Industrial & Scientific"",""Fasteners"",""Screws"",""Machine Screws""]"
Amazon,Double Braided Arborist Rigging Rope (1/2 in x 100 ft) Strong Polyester Rope 48 Strands for Tree Work Pulling Swing Sail,CRAYZA,CRA███,"[""Tools & Home Improvement"",""Hardware"",""Tarps & Tie-Downs"",""Rope""]",38.99,42.99,USD,4.5,36.0,7.0,9.304489416143289,True,False,中高价$25-50,True,True,True,120,"[""Tools & Home Improvement"",""Hardware"",""Tarps & Tie-Downs"",""Rope""]"
Amazon,Molten VBU12 Light Volleyball,Molten,Ama███.co███,"[""Sports & Outdoors"",""Sports"",""Team Sports"",""Volleyball"",""Volleyballs"",""Indoor V",34.86,51.45,USD,4.7,400.0,1.0,32.244897959183675,True,False,中高价$25-50,True,True,True,29,"[""Sports & Outdoors"",""Sports"",""Team Sports"",""Volleyball"",""Volleyballs"",""Indoor V"
Amazon,"GearIT Cat7 Outdoor Ethernet Cable (100ft) SFTP Shielded Foil Twisted Pair, Pure Copper, LLDPE, Waterproof, Direct Buria",GearIT,PC ███ro ███re,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""C",43.98,43.98,USD,4.6,765.0,1.0,0.0,True,False,中高价$25-50,True,True,False,120,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""C"
Amazon,"Dog Ear Muffs for Noise Protection, Noise Cancelling Headphones for Dogs, 29dB Dog Earmuffs, Dog Ear Plugs for Hearing P",WoofWorks,Gre███ay ███ent██████,"[""Pet Supplies"",""Dogs"",""Health Supplies"",""Ear Care""]",48.99,54.99,USD,4.3,51.0,1.0,10.911074740861974,True,False,中高价$25-50,True,True,True,120,"[""Pet Supplies"",""Dogs"",""Health Supplies"",""Ear Care""]"
Amazon,"COOLJOB 100% Cotton Gloves, 6 Pairs White Cotton Gloves for Dry Hands Moisturizing & Eczema, Overnight Lotion, Sleep & S",COOLJOB,COO███B S███ty,"[""Beauty & Personal Care"",""Foot, Hand & Nail Care"",""Foot & Hand Care"",""Moisturiz",9.99,9.99,USD,4.2,212.0,6.0,0.0,True,False,低价$3-10,True,True,False,120,"[""Beauty & Personal Care"",""Foot, Hand & Nail Care"",""Foot & Hand Care"",""Moisturiz"
Amazon,"1 Pack Clear Glass Lamp Shade, with 1-5/8"" Fitter Opening, Cylinder Glass Lamp Shade Replacement for Table Lamps,Wall La",HGHYjrxfkl,Bo ███,"[""Tools & Home Improvement"",""Lighting & Ceiling Fans"",""Lamps & Shades"",""Lamp Sha",19.55,19.55,USD,4.5,96.0,9.0,0.0,True,False,中价$10-25,True,True,False,120,"[""Tools & Home Improvement"",""Lighting & Ceiling Fans"",""Lamps & Shades"",""Lamp Sha"
Amazon,"HouseAid Industrial Pipe Towel Rack, Farmhouse Bathroom Towel Storage Holder, Vintage Style Towel Organization, Wall Mou",HouseAid,Hou███id,"[""Home & Kitchen"",""Bath"",""Bathroom Accessories"",""Towel Holders"",""Towel Racks""]",26.99,26.99,USD,4.6,98.0,1.0,0.0,True,False,中高价$25-50,True,True,False,120,"[""Home & Kitchen"",""Bath"",""Bathroom Accessories"",""Towel Holders"",""Towel Racks""]"
Amazon,"Lodge Cast Iron Cook-It-All Kit. Five-Piece Cast Iron Set includes a Reversible Grill/Griddle 14 Inch, 6.8 Quart Bottom/",Lodge,Ama███.co███,"[""Sports & Outdoors"",""Outdoor Recreation"",""Camping & Hiking"",""Camp Kitchen"",""Cam",119.7,119.7,USD,4.8,376.0,9.0,0.0,True,False,超高价$100+,True,True,False,120,"[""Sports & Outdoors"",""Outdoor Recreation"",""Camping & Hiking"",""Camp Kitchen"",""Cam"
