product_id,product_name,brand,root_category,category,final_price,initial_price,discount_pct,price_band,color,size,image_count
40598697,Unbeatablesale K Tool International KTI22521 3/8 Inch Drive Flex Spark Plug Socket 5/8 Inch,Unbeatablesale,Tools & Home Improvement,Sockets,13.5,13.5,0.0,中价($10-20),Multicolor,one-size,3
40828986,"1PC Large Waterproof Makeup Bag With Handle - Travel Toiletry Organizer For Women And Girls - Spacious Cosmetic Storage For Essentials - Perfect Gift, Cruise Essentials Dorm Essentials,Wedding Bridesmaid Gifts,Mom Gifts,Birthday Gifts,Gifts For Friends And Teachers,Home Decor,Bathroom Livingroom Bedroom Decor,Bathroom Organizer,Jewelry Organizer,Lip Oil Organizer,Nail Polish Organizer Makeup Bag Storage Makeup Organizer Makeup Case",SHEIN,Bags & Luggage,Travel Glasses Bag,11.2,12.0,6.67,中价($10-20),Multicolor,Beige,13
40624265,"35pcs Mixed Acrylic Body Piercing Pearl Effect, Transparent Dual Color, Matte Tongue Rings For Women, Everyday And Festival Wear",SHEIN,Jewelry & Watches,Women Tongue Ring,4.55,6.1,25.41,超低价($0-5),Multi-color,one-size,6
26290211,Dolce & Gabbana 1.6oz The Only One For Women -  EDP Spray,Dolce & Gabbana,Beauty & Health,Perfume,66.74,98.0,31.9,高价($50-100),Default,1.6oz,4
36997693,Unbeatablesale 1467 Performer Series Accelerator Pump Assembly,Unbeatablesale,Automotive,Car Replacement Parts,35.33,35.33,0.0,中高价($20-50),Multicolor,one-size,3
40374435,Unbeatablesale Jumbo Insulated Travel Bag,Unbeatablesale,Bags & Luggage,Men Tote Bags,22.16,22.16,0.0,中高价($20-50),Multicolor,one-size,3
40906414,"Jepeak Jepeak Decorative Linen Throw Pillow Covers Cushion Cases, Pack Of 4 Rustic Woven Textured Pillow Covers For Sofa Bed Couch, 18x18 Inch",Jepeak,Home Textile,Cushion Cover,24.2,33.6,27.98,中高价($20-50),Light Grey,45*45,16
40248039,1-Piece Rustic Style Hard  Notebook With Simple Rose Print Design,SHEIN,Office & School Supplies,Notebooks,4.8,4.8,0.0,超低价($0-5),Yellow,1pc,12
38366050,"300 Color Professional Oil Colored Pencils Artist Pencils Set Soft Series Lead For Coloring Book Sketching Drawing Art Supplies Quality Soft Core Colored Leads For Adult , Professionals And Colorists | Protected And Organized In Presentation Tin Box",SHEIN,Office & School Supplies,Colored Pencils,79.2,79.2,0.0,高价($50-100),,Multicolor,6
40291247,"PHNIBIRD Four-Leaf Clover Zirconia Necklace, Women's Necklace, Women's Pendant Necklace, Hypoallergenic Material, Silver, Embedded Zirconia Necklace, Fashionable And Simple, Daily Commute, Daily Wear, Fashion Versatile, Daily Commute, Gift For Sister, Gift For Yourself, Gift For Sister, Birthday Gift, Graduation Gift, Holiday Gift, College Style, Casual Style, Resort Style",SHEIN,Jewelry & Watches,Fine Pendant Necklaces,10.2,10.2,0.0,中价($10-20),,A,13
41439224,360Pcs Hypoallergenic DIY Earring Hooks For Jewelry Earring Making Supplies Kit Gold And Silver Fish Hook Earring Set,SHEIN,Home & Living,Jewelry Making Findings,15.99,18.99,15.8,中价($10-20),Multicolor,one-size,5
39285056,"1pc Tree Pattern Decorative Throw Pillow Cover (Pillow Insert Not Included), Soft & Comfortable Single-Sided Printed Cushion Cover For Bedroom, Living Room, Sofa, Party Decoration",SHEIN,Home Textile,Cushion Cover,2.0,2.5,20.0,超低价($0-5),Multicolor,45*45,4
39803911,"Unbeatablesale Keeper 8874430 16 Ft. Multicolored Tie Down Strap, 3333 Lbs",Unbeatablesale,Tools & Home Improvement,Other Tool Organizers,33.83,33.83,0.0,中高价($20-50),Multicolor,one-size,3
40178377,"1pc Unisex Brown PU Leather Cuff Bracelet With Circular Decor, Vintage Medieval Viking Warrior Cosplay Accessory Halloween",SHEIN,Apparel Accessories,Handwear,3.32,3.9,14.87,超低价($0-5),Brown,one-size,15
40148416,"1PC Magic Small Hand With Magnet, Prank Props Dark Magic Toy, Simple Coin Magic,Horror Magic Funny Game Toy,Halloween Party Games Favors Activity Supplies",SHEIN,Home & Living,Party Games & Activities,1.67,1.7,1.76,超低价($0-5),Multicolor,one-size,9
41299478,"Unbeatablesale Jiallo 15120 Clock,; Thermometer & Hygrometer",Unbeatablesale,Home & Living,Wall Decoration,89.02,89.02,0.0,高价($50-100),Multicolor,one-size,3
40213716,Unbeatablesale Jiallo 33016 Mirrored Jewelry Organizer 3 Compartments,Unbeatablesale,Home & Living,Jewelry Boxes,41.2,41.2,0.0,中高价($20-50),Red,one-size,3
40120946,Unbeatablesale 32.25 In. W X 8.87 In. H X 1.62 In. P Architectural Accent - Legacy Center Onlay,Unbeatablesale,Home & Living,Wall Decoration,46.8,46.8,0.0,中高价($20-50),Multicolor,one-size,3
32226639,"1PC Silk Roses Vine Artificial Flowers Fake Green Leaf Plants Valentine's Day Bride Bouquet For Autumn Decorations Wedding Vase For Home Dining Room Bedroom Decorations, Festival Birthday Party Accessories, Outdoor Garden Decorations",SHEIN,Home & Living,Artificial Flowers,1.77,2.3,23.04,超低价($0-5),Orange,1PC,4
40525257,Unbeatablesale Suntime Boston College Eagles-Football Helmet Wall Clock,Unbeatablesale,Sports & Outdoor,Other Sports Accessories,48.61,48.61,0.0,中高价($20-50),Multicolor,one-size,3
39806760,Unbeatablesale KB CR1439 70 X 17 X 17 In. Coat Rack With Storage - Cherry,Unbeatablesale,Tools & Home Improvement,Coat Racks,175.18,175.18,0.0,超高价($100+),Multicolor,one-size,3
40563258,Unbeatablesale Syracuse Orange Spirit Series Sportula Grill Spatula,Unbeatablesale,Sports & Outdoor,Other Sports Accessories,29.74,29.74,0.0,中高价($20-50),Orange,one-size,3
41321140,1PC Natural Crystal XiuYu Jade Pagoda Hand Carved Figurine Engrgy Stone Quartz Freeform Phantom Tree Carving Crafts Halloween Ornament For Gifts Home Office Desktop Decoration,SHEIN,Home & Living,Table Decorative Ornaments,19.9,20.6,3.4,中价($10-20),XiuYu Jade Pagoda,1pc,8
33000938,"Sun Protective Anti UV  1pc Summer Sunscreen Breathable Ice Silk Mask, Women Skin Friendly Comfortable Sun Protection Anti-UV Mask Ski Mask,Suitable For Cycling,Riding Motorcycle And Skiing",SHEIN,Sports & Outdoor,Cycling Mask & Scarf,1.37,1.8,23.89,超低价($0-5),Black,one-size,10
26383071,"144 Pieces Pizza Party Supplies Pack Decorations, Dinnerware Set With Plates, Napkins, Cups, And Cutlery (Serves 24) , Festival, Party , For Halloween Or Christmas Party",SHEIN,Home & Living,Disposable Tableware Sets,23.49,38.99,39.75,中高价($20-50),Black,one-size,8
39838054,Unbeatablesale Jacks 10239 Forged 14 In. Nail Clincher,Unbeatablesale,Pet Supplies,Horse Grooming & Bathing Supplies,38.69,38.69,0.0,中高价($20-50),Multicolor,one-size,3
37229759,10 Pcs Bohemian European And American Sports Headbands For Women Wide Yoga Elastic Headbands Running Headbands Sports Hair Accessories Headdresses,SHEIN,Apparel Accessories,Hair Bands,7.5,7.8,3.85,低价($5-10),Multicolor Five,one-size,21
41165721,Synthetic African Fluffy Drawstring Ponytail Hair Extensions For Women Short African Curling Clip Curly Drawstring Bun (1B ),SHEIN,Beauty & Health,Synthetic Extensions,11.01,14.2,22.46,中价($10-20),Natural Black,12 Inch,6
39650485,10pcs Transparent Chocolate Bouquet DIY Packaging Materials Finished Flower Shop Materials Valentine's Day Supplies Chocolate Cup Tray,SHEIN,Toys & Games,Other Party Supplies,2.8,2.8,0.0,超低价($0-5),Transparent,Chocolate Cup Torus,10
40314366,"1 Set,Automatic Watering System Indoor Drip Irrigation System With 10 Heads Plant Watering Unit,Yard And Garden Watering Can For Indoor Outdoor Plants 5.25Ft",SHEIN,Home & Living,Watering Kits,4.85,5.7,14.91,超低价($0-5),Blue,one-size,14
30166283,"1 Set Of 2 Pieces Mop And Bucket Set With New Separation Of Clean And Dirty Water Design, Household Rotating Mop, Slouchy Mop, Hands-Free Flat Sucker Mop, Suitable For Daily Use",SHEIN,Home & Living,Mops and Mop Sets,74.6,74.6,0.0,高价($50-100),White,one-size,18
40540088,"1PC Selenite Crystal Pumpkin Ghost Head Carving - Natural Rock Crystal Halloween Decor, Home & Office Ornamental",SHEIN,Jewelry & Watches,Crystal Shapes & Carvings,3.45,6.9,50.0,超低价($0-5),Multicolor,Plaster Pumpkin Head,23
39132284,"1set-Halloween Party Hanging Swirl Decorations, Bat  Ghost Pumpkin Black Cat Cards Hanging Swirl Party Supplies,Halloween Party Decorations Set For Outdoor Indoor Decor",SHEIN,Home & Living,Party Backdrops,3.23,3.8,15.0,超低价($0-5),Multicolor,1set,5
41061836,"20pcs Purple Disposable Napkins,Flower Shape Table Napkins For Weding Supplies, Party Favors, Hen Party Decorations Birthday And Restaurant",SHEIN,Home & Living,Disposable Napkins,2.5,2.6,3.85,超低价($0-5),Purple,one-size,22
30317540,"14pcs WHite Hair Beads Accessories For Braids,Star Pearl Small Bear Design Hair Rings Decorations,Women Hair Accessories For Hair And Dreadlocks. Street",SHEIN,Apparel Accessories,Hair Clips,1.4,1.4,0.0,超低价($0-5),White,one-size,7
40598628,"30pcs/Set Minimal Solid Color French Almond Flower Style Full Cover Short False Nails With 1pc Jelly Gel & 1pc Nail File, For Women & Girls Beauty Parties, Dates, Events",SHEIN,Beauty & Health,Press On False Nails,1.6,1.8,11.11,超低价($0-5),Multicolor,Almond,5
40470942,1 Set Halloween Scarecrow Pumpkin Home Bedroom Living Room Decor,SHEIN,Home & Living,Mirror Stickers,2.72,3.4,20.0,超低价($0-5),Multicolor,one-size,6
37937822,Unbeatablesale Hydro Air HA104320 Gunite Venturi Tee,Unbeatablesale,Sports & Outdoor,Swimming Pools,24.32,24.32,0.0,中高价($20-50),Multicolor,one-size,3
40915151,"Jepeak Jepeak Pack Of 4 Rhombus Textured Throw Pillow Covers Cushion Cases, Burlap Linen Decorative Pillow Covers For Sofa Couch Bed Home Decor, 16x24 Inch",Jepeak,Home Textile,Cushion Cover,26.2,36.4,28.02,中高价($20-50),Light Cyan,40*60,22
41122801,"New Casual Solid Color One Shoulder Bag, Street Style Simple Tote Hand Carry Crossbody Square Bag",SHEIN,Bags & Luggage,Women Top Handle Bags,9.7,10.3,5.83,低价($5-10),Black,one-size,10
33453209,"Unbeatablesale 1.75 In. Clear Gel Floating Candles, Aqua - 12 Piece Per Box",Unbeatablesale,Home & Living,Candles,16.8,16.8,0.0,中价($10-20),Multicolor,one-size,3
41249806,"22LB Life Size Sex Doll Torso, Lifelike Female Sex Doll For Men With Soft Big Boobs Big Butt Pussy Ass, Realistic Sex Dolls Full Size Love Dolls Male Masturbator For Vaginal Anal Breast Sex",SHEIN,Beauty & Health,Sex Dolls,95.7,153.0,37.45,高价($50-100),Pink,22LB,12
39628675,Casual Solid Color Shoulder Bag New Style Handbag Fashion Simple Crossbody Square Bag,SHEIN,Bags & Luggage,Women Top Handle Bags,10.6,11.3,6.19,中价($10-20),White,one-size,9
40525812,"Unbeatablesale Jgoodin P50180R-V01 Myra Necklace 10 CT Rhodium Necklace, Multi Color",Unbeatablesale,Jewelry & Watches,Women Layered Necklaces,23.46,23.46,0.0,中高价($20-50),Multicolor,one-size,3
40746514,New Casual Solid Color Shoulder Bag Street Fashion Simple Trendy Crossbody Square Handbag,SHEIN,Bags & Luggage,Women Top Handle Bags,7.61,11.7,34.96,低价($5-10),White,one-size,7
41121849,30pcs  Ear Plasters Waterproof Correction Ear Surface Ear Flash Ear Face Small Invisible Breathable Skin Friendly Fixed Patch Self Adhesive Patch For Delicate Face,SHEIN,Beauty & Health,Tool Accessories,2.1,2.4,12.5,超低价($0-5),Clear,30pcs,10
40437049,10pcs Red Satin Chair Sashes Bows Silk Chair Ribbon Ties For Wedding Banquet Party Hotel Event Decorations,SHEIN,Home Textile,Sashes,10.93,11.9,8.15,中价($10-20),Red,15x275cm,11
40289649,"PHNIBIRD Rectangular Hoop Earrings, Hypoallergenic Material, Minimalist Style, Unisex Design, Fashion Accessory For Daily Wear, Suitable As Birthday, Holiday, Graduation Gifts For Girlfriend, Boyfriend, Friend, Family",SHEIN,Jewelry & Watches,Fine Hoop Earrings,9.5,9.5,0.0,低价($5-10),,A,12
40258411,Unbeatablesale Keeney SD8BRASSNC Shower Drain For 2 In. Sch 40. ABS &Amp; PVC Pipe,Unbeatablesale,Tools & Home Improvement,Showerheads & Accessories,36.24,36.24,0.0,中高价($20-50),Multicolor,one-size,3
39962471,Unbeatablesale Intrend Tile LS014-D Granite Basketweave Pattern Mosaic Blend,Unbeatablesale,Sports & Outdoor,Swimming Pools,23.93,23.93,0.0,中高价($20-50),Multicolor,one-size,3
31121322,"New Arrival Street Style Casual Solid Color Shoulder Bag, Handbag, Crossbody Bag, Fashionable And Minimalist Small Square Bag",SHEIN,Bags & Luggage,Women Top Handle Bags,8.55,11.4,25.0,低价($5-10),Khaki,one-size,10
40539428,10pcs Reusable Transparent PET Index Labels - Office Supplies,SHEIN,Office & School Supplies,Sticky Notes,1.5,1.5,0.0,超低价($0-5),Multicolor,10 Colors,10
41076372,"20pairs/Pack Mixed Style Transparent Eyelashes, 8D Fluffy Mink Cat Eye Effect, Transparent Band For More Comfortable And Natural Wear, Extending And Enhancing Outer Eye Corner Beauty Tool, Lightweight And Comfortable, Suitable For Daily Occasions, Work, Holidays And More",SHEIN,Beauty & Health,False Eyelashes,4.8,5.5,12.73,超低价($0-5),Black,Natural Lashes,8
39793987,"Unbeatablesale Jacks 10186-PU Cotton Lead Rope, Purple",Unbeatablesale,Pet Supplies,Horse Grooming & Bathing Supplies,31.1,31.1,0.0,中高价($20-50),Purple,one-size,3
40958451,"1PC Rocket Shaped Pool Floats For Kids With Water Pistol,Summer Infant Pool Float Beach Toys In Water,Baby Swimming Ring Toddler Floaties With Handle",SHEIN,Sports & Outdoor,Children Water Sports,14.1,16.0,11.88,中价($10-20),Red,Recommended 10-25KG,6
40268265,"31 Pieces, 10 Inch White Heart-Shaped Latex Balloons With Ribbons, Valentine's Day Decoration, Birthday Decoration, Wedding Decoration, Anniversary Decoration, Theme Event Decoration, Engagement Decoration, Home Decoration, Party Decoration Supplies",SHEIN,Home & Living,Decorative Balloons,2.3,2.7,14.81,超低价($0-5),White,one-size,6
41275316,"New Warm Flip-Cover Thick Fingerless Knitted Gloves, Faux Cashmere, For Winter, Factory",SHEIN,Men,Men Other Gloves,3.4,3.6,5.56,超低价($0-5),Khaki,one-size,12
40195350,"1 Set Sewing Microneedle With 50 Bear Clips And 660 Adhesive Pin Quick Clothing Retentors, Mini Sewing Machine For Quick Attachment Of Clothing Buttons, Handheld Sewing Machine Instant Button Clothing Connector, Durable And Comfortable Clip Kit For Clothing, Quilts, Sheets, Etc",SHEIN,Home & Living,Tag Guns,4.8,5.0,4.0,超低价($0-5),Multicolor,one-size,7
40798873,"2024New 18inch Doll Clothes,Fit 38-45 Cm Newborn Dolls And Baby Dolls (Dolls Not Included)",SHEIN,Toys & Games,Kids Doll Clothing,4.84,5.4,10.37,超低价($0-5),White,one-size,11
39986988,"Insulated Door Curtain,31.5x83in Winter Doorway Cover Screen, Soundproof Blanket, Privacy Curtains, Noise Reduction Door Cover, Noise Barrier Blanket For Patio Kitchen Bedroom (31.5x83in-Gray)",SHEIN,Home & Living,Japanese Curtains,67.5,135.0,50.0,高价($50-100),Grey,"31.5""x83""",9
40089907,"Unbeatablesale 22 In. W X 22 In. H Round Gable Vent Louver, Decorative",Unbeatablesale,Home & Living,Wall Decoration,73.54,73.54,0.0,高价($50-100),Multicolor,one-size,3
12439409,"Plaid Pattern Shoulder Tote Bag With Bag Charm Handbags for Women, Shoulder Bags Purse Top Handle Hobo Handbag, Large Capacity Purse Satchel Fashionable Tote Bag School Gift, Retro Crossbody Purse Travel Back packs",SHEIN,Bags & Luggage,Women Tote Bags,8.03,10.7,24.95,低价($5-10),Multicolor,one-size,9
38197932,"31.4in Gold Garment Rack Metal Wardrobe Rack With Wheels Closet Hanger Rack For Coats, Shirts, Dress Halloween Decorations Halloween Costumes Autumn Decor Festival Decor",SHEIN,Home & Living,Standard Hanger,45.6,59.99,23.99,中高价($20-50),Gold,68.5*31.4,6
40601139,"30Pcs/Box Boxed Stickers, Hibiscus Flower Blooming Series, Exquisite Artistic Flower Petal Theme Stickers, Scrapbook Supplies, Decorative Notebooks, Photo Frames, Phone Cases, Water Cups, Garbage Magazines, Stationery Boxes, DIY Personalized Collage",SHEIN,Office & School Supplies,Assorted Stickers,1.6,1.6,0.0,超低价($0-5),Multicolor,Hibiscus Blooming,11
40283596,"1pc Unique & Charming Daisy Flower Shaped Open Ring, Fashion Jewelry Gift For Women - Party, Birthday, Anniversary",SHEIN,Jewelry & Watches,Fine Single Ring,8.1,8.1,0.0,低价($5-10),Silver,one-size,8
40252833,"14pcs Set: Creative Triangle Wood Pencils, HB Macaron Colors Pencils, Ergonomic Pencils (Unsharpened)",SHEIN,Office & School Supplies,Standard Pencils,1.8,3.0,40.0,超低价($0-5),Multicolor,Macaron Triangle Pencil,10
40576265,"Unbeatablesale Kdar N8HD100 7.9 In. Heavy Duty Standard Cable Ties, Natural - Pack Of 100",Unbeatablesale,Home & Living,Labeling Supplies,19.13,19.13,0.0,中价($10-20),Multicolor,one-size,3
40741149,"1pc Unisex Children & Adults Rhinestone Studded Belt, Punk Fashion Rivet Leather Belt For Jeans, Jackets, Millennium Punk, Hip Hop, Cosplay, Halloween",SHEIN,Kids,Kids Belts & Suspenders,3.1,3.6,13.89,超低价($0-5),Black,90,12
40081975,Unbeatablesale T Black Halter - 800-1100 Lbs - Medium,Unbeatablesale,Pet Supplies,"Pet Collars, Leashes & Harnesses Sets",48.12,48.12,0.0,中高价($20-50),Multicolor,one-size,3
39745267,"1set Butterfly Girl Digit Oil Painting Kit, Art Painting Set For Bedroom Decor And Wall Art, Simple And Fun Painting Hobby, Best Gift For Friend, 40*50CM",SHEIN,Home & Living,Paint By Number & Accessories,6.2,6.4,3.13,低价($5-10),Apricot,40*50,5
16665007,Swimming Pool Cover Protector Dustproof Waterproof Paddling Pool Cover 10,SHEIN,Sports & Outdoor,Other (Swim Gear),30.99,59.99,48.34,中高价($20-50),Blue,M,9
39598728,Asics Women's Gel Kayano 30 Running Shoes In Blue Denim,Asics,Sports & Outdoor,Women's Running Shoes,162.75,162.75,0.0,超高价($100+),Blue Denim,US 11,6
41282072,Kapuluan Coconut Oil Jar 2oz And Coconut Pulling Oil Tropical Breeze Flavor 8oz,SHEIN,Beauty & Health,Mouthwash,24.99,27.0,7.44,中高价($20-50),Multicolor,one-size,4
1685563,20pcs Flower Design Hair Claw Boho,SHEIN,Apparel Accessories,Hair Claws,1.6,1.6,0.0,超低价($0-5),Gold,one-size,7
12795447,Syncfun 28 Pcs Valentine 28 Mochi Squishy Filled Heart Toys And Cards,SHEIN,Toys & Games,Fidget Toys for Teenager,18.8,24.8,24.19,中价($10-20),Multicolor,one-size,10
20513584,20pcs Cute Cartoon Pink Hair Clip For Women,SHEIN,Apparel Accessories,Hair Clips,3.6,3.8,5.26,超低价($0-5),Multicolor,one-size,8
1861660,20pcs Random Color Hair Claw Boho,SHEIN,Apparel Accessories,Hair Claws,1.4,1.4,0.0,超低价($0-5),Multicolor,one-size,4
26024053,20pcs Cute Cartoon Pink Hair Clips For Women,SHEIN,Apparel Accessories,Hair Clips,2.56,3.2,20.0,超低价($0-5),Multicolor,one-size,7
40784375,20PCS Women's 3 Color Box Y2k Dopamine Color Pentagon Star Small Hairpin Bb Clip,SHEIN,Apparel Accessories,Hair Clips,1.38,2.3,40.0,超低价($0-5),Pink Rabbit Box,one-size,15
40616315,"1pc Travel Portable Door Lock, Reliable Safety For Travel And Hotel Stays, Provides Extra Privacy And Security Against Unauthorized Entry For Homes, Hotels, And Apartments Travel Essentials School Back To School School Supplies Holiday Camping Holiday Essentials Vacation Accessories Mini Summer",SHEIN,Bags & Luggage,Cipher Locks,3.8,4.0,5.0,超低价($0-5),Multicolor,one-size,4
40542602,"Unbeatablesale 36 In. Spiral Eucalyptus Vine Artificial Flower Leaf,; Burgundy",Unbeatablesale,Sports & Outdoor,Artificial Grass,24.5,24.5,0.0,中高价($20-50),Multicolor,one-size,3
32226651,"1PC Silk Roses Vine Artificial Flowers Fake Green Leaf Plants Valentine's Day Bride Bouquet For Autumn Decorations Wedding Vase For Home Dining Room Bedroom Decorations, Festival Birthday Party Accessories, Outdoor Garden Decorations",SHEIN,Home & Living,Artificial Flowers,2.6,2.7,3.7,超低价($0-5),Red,1PC,4
40508996,Fossil Women's Harlow Linear Texture Gold-Tone Stainless Steel Chain Necklace,Fossil,Jewelry & Watches,Women Pendant Necklaces,54.25,54.25,0.0,高价($50-100),Gold,Small/Medium,3
40243485,Judy Blue HIGH WAIST STRAIGHT LEG JEAN,SHEIN,Women Apparel,Women Jeans,55.0,78.0,29.49,高价($50-100),Medium Blue,18w,3
40359348,"1pc Unisex Fashionable Wraparound Sports Sunglasses, Suitable For Hiking, Running, Outdoor, Travel",SHEIN,Apparel Accessories,Women Sports Glasses,4.2,4.4,4.55,超低价($0-5),,Grey,10
40779415,"Summer Orange Juice Drink Scented Candle - Candle Gift Set, Smokeless Candle, Healthy & , Orange Juice Fragrance Candle To Bring Vitality & Freshness To Your Space",SHEIN,Home & Living,Jar Candles,8.7,9.0,3.33,低价($5-10),Burnt Orange,9*9*10cm,15
40614094,10pcs Student Cartoon Pencil Writing Wooden Pencil With Rubber Head Exam Learning Prize (Random Style),SHEIN,Toys & Games,Kids Writing Tools,2.3,2.3,0.0,超低价($0-5),Multicolor,one-size,16
40560621,"1PC-PANCERKA- Electric Kettle For Coffee & Tea - 1.8L Water Boiler 1000-1500W, Borosilicate Glass, Easy Clean Wide Opening, Auto Shut-Off, Cool Touch Handle, LED Light. 360° Rotation, Boil Dry Protection",SHEIN,Home Appliances,Electric Kettles,18.9,37.8,50.0,中价($10-20),,Black,11
41012321,"JENNIFER 24 Inches Of Natural Layered Long Curly Hair With Fringe Wig, Specially Designed For Girls A Beautiful Wig, Suitable For Women Festival Cosplay Friends Party Daily Wear",SHEIN,Beauty & Health,Synthetic Woven Wigs,12.7,14.6,13.01,中价($10-20),Black,24 inch,22
40706762,"20pcs Furniture Chair Leg Protectors, Silicone Chair Leg Covers, Anti-Slip Chair Leg Pads",SHEIN,Home & Living,Edge Protection,2.1,2.2,4.55,超低价($0-5),White,one-size,10
40996757,New Student Pencil Case Ins Large Capacity Simple Front Window Pencil Case Girl Cosmetic Bag Storage Bag Pencil Case,SHEIN,Office & School Supplies,Pencil Bags,2.15,4.3,50.0,超低价($0-5),Multicolor,Pink,10
26079872,Paris Hilton Just Me For Men 3.4 Oz EDT Spray,Paris Hilton,Beauty & Health,Perfume,37.69,48.66,22.54,中高价($20-50),Green,3.4oz,4
40904286,"Jepeak Jepeak Decorative Throw Pillow Covers Pack Of 4 Chenille Pillowcases Cozy Modern Concise Square Cushion Covers For Sofa Couch Bedroom Home Decor, 24x24 Inch",Jepeak,Home Textile,Cushion Cover,30.2,42.0,28.1,中高价($20-50),DimGrey,60*60,18
40740742,Instantly Upgrade Your Look With 24pcs Short Square Black White French Style Asymmetrical Stripe Graffiti Elegant Floral Solid Color Glitter 3D Star Bling Pearl Heart Rhinestone Decor Full Cover Fake Press On Nail Kit Suitable For Daily Will Give Your Look A Hot,SHEIN,Beauty & Health,Press On False Nails,1.8,2.1,14.29,超低价($0-5),Black and White,Square,15
39701902,"20Pcs Pretty Girl Series DIY Charms For Shoe Key Chain Sandals Beach Bags, PVC Shoe Charms For Clogs Premium Quality Popular Decorations Accessories Great Gifts For Christmas, Birthday, Party",SHEIN,Apparel Accessories,Fittings DIY & Tools,2.1,2.2,4.55,超低价($0-5),Multicolor,20Pcs,9
27583299,"14pcs Pink Hair Beads Accessories For Braids,Star Pearl Small Bear Design Hair Rings Decorations,Women Hair Accessories For Hair And Dreadlocks. Cute",SHEIN,Apparel Accessories,Hair Clips,1.4,1.5,6.67,超低价($0-5),Pink,one-size,7
